timestamp,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote
2025-03-22 19:30:00,625.9,626.32,625.5,626.22,836.855,523736.3018,4773.0,429.881,269045.8019
2025-03-22 19:45:00,626.23,626.33,625.76,626.2,741.124,463988.3395,3102.0,187.985,117705.6497
2025-03-22 20:00:00,626.2,627.42,625.77,627.4,661.919,414791.658,4393.0,410.102,257032.5454
2025-03-22 20:15:00,627.39,629.1,626.63,628.61,1952.419,1225892.5212,8586.0,1312.233,823811.0635
2025-03-22 20:30:00,628.61,628.67,627.36,627.38,654.165,410734.3748,3967.0,332.917,209025.5429
2025-03-22 20:45:00,627.39,627.89,627.19,627.64,596.216,374158.8534,3915.0,316.76,198782.9819
2025-03-22 21:00:00,627.63,628.79,626.62,628.74,1022.943,641848.5582,4559.0,519.634,326046.689
2025-03-22 21:15:00,628.74,628.8,628.05,628.19,651.425,409332.3811,3262.0,326.016,204855.7099
2025-03-22 21:30:00,628.19,628.25,625.2,626.01,1436.136,899803.7638,6404.0,589.137,369033.5478
2025-03-22 21:45:00,626.01,627.0,625.5,625.85,1205.299,754801.3372,4436.0,339.87,212836.7169
2025-03-22 22:00:00,625.86,627.89,625.85,627.78,1316.122,825548.684,6078.0,775.694,486541.7225
2025-03-22 22:15:00,627.78,627.84,626.5,626.5,422.025,264745.1166,2968.0,228.276,143217.9801
2025-03-22 22:30:00,626.51,626.75,626.25,626.43,541.204,339084.4115,3303.0,300.465,188254.9291
2025-03-22 22:45:00,626.43,627.53,626.4,627.35,442.8,277671.2362,3124.0,235.141,147435.7797
2025-03-22 23:00:00,627.35,627.58,625.9,626.4,736.726,461787.5546,4230.0,353.851,221793.5427
2025-03-22 23:15:00,626.41,626.66,624.8,625.3,1103.581,690290.8677,4770.0,434.164,271616.6605
2025-03-22 23:30:00,625.3,626.17,625.29,625.75,932.741,583709.9539,4799.0,486.506,304423.447
2025-03-22 23:45:00,625.75,627.03,625.62,627.01,981.933,615037.2442,3566.0,568.17,355870.9874
2025-03-23 00:00:00,627.01,627.3,625.5,626.13,2104.6,1318534.2343,8207.0,989.459,619936.3755
2025-03-23 00:15:00,626.12,626.38,625.08,625.77,1368.559,856419.957,4732.0,599.783,375301.8511
2025-03-23 00:30:00,625.77,626.9,625.51,626.58,1154.414,723048.199,3980.0,794.028,497289.1865
2025-03-23 00:45:00,626.59,628.4,626.33,627.85,1228.246,770852.0828,4314.0,768.709,482451.8624
2025-03-23 01:00:00,627.84,629.14,627.77,629.01,1189.347,747494.966,5304.0,688.962,432975.3642
2025-03-23 01:15:00,629.01,629.1,627.79,627.98,1507.491,947530.8411,5540.0,540.128,339541.4234
2025-03-23 01:30:00,627.98,628.35,626.29,626.29,871.09,546295.0941,5175.0,265.931,166814.0884
2025-03-23 01:45:00,626.29,626.48,623.96,624.41,3426.297,2140453.0864,8093.0,1482.202,925791.4056
2025-03-23 02:00:00,624.4,625.15,623.67,623.67,2050.085,1280414.6215,7600.0,782.727,488931.0344
2025-03-23 02:15:00,623.67,623.75,623.0,623.43,3715.873,2315975.8823,7184.0,2248.171,1401207.8635
