timestamp,open,high,low,close,volume
2025-02-15 17:00:00,667.66,669.7,662.66,666.64,15754.278
2025-02-15 18:00:00,666.63,668.98,665.47,665.59,6533.3
2025-02-15 19:00:00,665.58,666.35,661.45,661.75,7921.074
2025-02-15 20:00:00,661.74,664.1,657.1,659.4,6188.423
2025-02-15 21:00:00,659.4,663.1,658.22,663.1,4015.936
2025-02-15 22:00:00,663.1,664.0,660.24,661.75,3874.858
2025-02-15 23:00:00,661.75,663.37,659.8,662.21,4143.116
2025-02-16 00:00:00,662.21,665.7,660.08,663.84,6354.551
2025-02-16 01:00:00,663.85,665.16,660.66,662.41,5857.772
2025-02-16 02:00:00,662.41,663.9,657.03,658.35,8937.607
2025-02-16 03:00:00,658.35,660.1,655.87,660.09,10560.772
2025-02-16 04:00:00,660.1,662.3,659.22,661.29,6326.082
2025-02-16 05:00:00,661.29,662.0,658.16,660.45,7746.335
2025-02-16 06:00:00,660.45,660.55,657.0,658.2,4190.869
2025-02-16 07:00:00,658.19,658.2,654.1,654.54,10189.56
2025-02-16 08:00:00,654.55,656.64,653.11,655.73,10893.793
2025-02-16 09:00:00,655.74,658.21,653.6,657.15,9040.734
2025-02-16 10:00:00,657.16,671.01,656.41,667.67,37808.1
2025-02-16 11:00:00,667.68,669.6,665.12,669.47,16264.153
2025-02-16 12:00:00,669.46,669.95,667.0,667.35,11284.588
2025-02-16 13:00:00,667.35,668.21,662.73,664.8,12583.867
2025-02-16 14:00:00,664.8,680.0,662.56,674.7,54702.848
2025-02-16 15:00:00,674.69,686.04,672.87,681.31,58993.699
2025-02-16 16:00:00,681.31,681.31,674.03,675.18,28289.011
2025-02-16 17:00:00,675.18,678.5,672.3,674.88,10314.937
2025-02-16 18:00:00,674.88,675.8,672.0,674.17,8438.046
2025-02-16 19:00:00,674.16,677.73,670.01,675.88,8271.522
2025-02-16 20:00:00,675.87,681.0,675.75,678.0,11853.144
2025-02-16 21:00:00,678.01,680.88,673.81,679.49,9399.781
2025-02-16 22:00:00,679.48,680.64,675.85,678.99,5563.491
2025-02-16 23:00:00,679.0,679.17,672.95,673.1,8340.701
2025-02-17 00:00:00,673.1,678.33,673.01,674.4,12841.424
2025-02-17 01:00:00,674.39,674.96,671.66,672.39,8638.074
2025-02-17 02:00:00,672.4,673.78,668.99,670.31,10436.904
2025-02-17 03:00:00,670.32,673.71,669.37,672.51,9827.791
2025-02-17 04:00:00,672.5,672.51,667.94,669.5,9838.578
2025-02-17 05:00:00,669.5,676.67,665.6,675.2,18100.977
2025-02-17 06:00:00,675.2,677.67,671.45,674.31,17798.046
2025-02-17 07:00:00,674.31,674.81,669.12,670.2,11256.541
2025-02-17 08:00:00,670.2,671.41,666.15,671.29,13825.117
2025-02-17 09:00:00,671.3,672.7,669.5,670.43,12636.195
2025-02-17 10:00:00,670.44,673.78,665.91,666.49,12154.533
2025-02-17 11:00:00,666.5,674.25,666.0,673.07,23102.514
2025-02-17 12:00:00,673.07,675.2,671.4,674.48,14684.035
2025-02-17 13:00:00,674.48,677.24,673.38,675.61,11849.204
2025-02-17 14:00:00,675.61,682.29,675.61,680.18,22435.303
2025-02-17 15:00:00,680.18,682.19,668.39,670.37,30028.157
2025-02-17 16:00:00,670.38,673.49,665.65,668.71,20542.154
2025-02-17 17:00:00,668.71,671.64,663.92,663.97,17202.897
2025-02-17 18:00:00,663.97,665.67,659.27,660.01,16260.706
2025-02-17 19:00:00,660.01,663.46,657.99,662.75,9146.699
2025-02-17 20:00:00,662.75,670.36,662.16,669.05,6131.807
2025-02-17 21:00:00,669.04,670.9,667.85,670.83,4914.065
2025-02-17 22:00:00,670.83,670.94,665.88,666.51,5604.744
2025-02-17 23:00:00,666.51,669.0,666.19,667.51,4093.811
2025-02-18 00:00:00,667.52,668.3,662.32,663.09,5109.531
2025-02-18 01:00:00,663.09,666.42,662.52,665.66,6499.48
2025-02-18 02:00:00,665.66,666.49,663.3,665.65,4997.491
2025-02-18 03:00:00,665.64,666.3,663.38,665.63,5627.76
2025-02-18 04:00:00,665.63,666.48,660.19,661.07,7853.315
2025-02-18 05:00:00,661.07,661.31,654.83,655.43,21227.97
2025-02-18 06:00:00,655.43,655.82,645.61,645.66,38194.486
2025-02-18 07:00:00,645.66,652.54,644.64,651.51,19057.234
2025-02-18 08:00:00,651.51,651.68,643.51,644.7,14530.648
2025-02-18 09:00:00,644.71,654.98,642.81,654.84,15069.459
2025-02-18 10:00:00,654.83,656.0,649.8,653.56,19618.233
2025-02-18 11:00:00,653.56,656.5,652.98,655.47,9788.709
2025-02-18 12:00:00,655.46,663.0,654.73,661.09,17675.661
2025-02-18 13:00:00,661.09,661.58,656.5,660.05,12440.649
2025-02-18 14:00:00,660.04,661.32,651.44,653.3,13093.237
2025-02-18 15:00:00,653.31,654.64,646.45,648.18,23100.987
2025-02-18 16:00:00,648.18,651.8,632.67,633.41,53885.952
2025-02-18 17:00:00,633.41,636.4,629.65,635.22,32007.28
2025-02-18 18:00:00,635.22,642.0,633.05,640.18,12356.519
2025-02-18 19:00:00,640.18,643.99,638.31,640.94,9431.154
2025-02-18 20:00:00,640.93,642.73,639.13,641.5,6882.86
2025-02-18 21:00:00,641.5,645.94,640.8,643.3,7912.413
2025-02-18 22:00:00,643.31,647.1,642.04,644.08,5724.37
2025-02-18 23:00:00,644.07,648.2,643.33,648.18,4271.59
2025-02-19 00:00:00,648.19,648.55,645.7,646.28,6179.225
2025-02-19 01:00:00,646.27,646.38,636.99,640.25,35201.62
2025-02-19 02:00:00,640.25,648.36,640.25,647.69,10471.039
2025-02-19 03:00:00,647.69,650.3,645.35,649.9,10772.419
2025-02-19 04:00:00,649.89,650.98,646.4,646.41,10684.831
2025-02-19 05:00:00,646.4,653.98,645.9,652.7,13880.378
2025-02-19 06:00:00,652.71,656.77,651.79,654.46,13328.409
2025-02-19 07:00:00,654.46,656.99,654.0,654.95,13268.265
2025-02-19 08:00:00,654.96,659.78,651.5,652.0,33532.652
2025-02-19 09:00:00,652.01,654.63,648.72,653.86,19342.818
2025-02-19 10:00:00,653.86,658.21,653.6,657.09,29432.895
2025-02-19 11:00:00,657.09,660.35,656.26,659.32,14850.035
2025-02-19 12:00:00,659.32,659.48,653.29,653.3,10115.223
2025-02-19 13:00:00,653.31,664.44,653.0,658.48,17299.747
2025-02-19 14:00:00,658.48,659.64,649.41,649.85,15061.143
2025-02-19 15:00:00,649.85,655.1,648.95,652.59,14515.973
2025-02-19 16:00:00,652.59,656.96,649.13,656.01,12903.628
2025-02-19 17:00:00,656.0,657.53,653.64,655.6,6665.068
2025-02-19 18:00:00,655.6,656.76,648.25,649.73,8412.479
2025-02-19 19:00:00,649.74,653.4,648.13,651.11,8777.513
2025-02-19 20:00:00,651.11,653.09,649.46,650.19,9539.608
2025-02-19 21:00:00,650.2,654.18,649.5,650.96,7508.373
2025-02-19 22:00:00,650.95,655.55,650.13,651.3,14018.123
2025-02-19 23:00:00,651.3,654.27,648.96,653.38,17036.779
2025-02-20 00:00:00,653.38,655.2,649.85,652.28,20356.561
2025-02-20 01:00:00,652.27,655.01,649.33,649.97,14540.029
2025-02-20 02:00:00,649.96,653.76,648.54,653.19,11357.866
2025-02-20 03:00:00,653.19,654.47,651.25,653.82,9781.731
2025-02-20 04:00:00,653.82,655.29,650.31,651.37,9523.34
2025-02-20 05:00:00,651.36,652.06,648.82,649.16,7344.918
2025-02-20 06:00:00,649.16,649.16,646.53,647.85,9610.74
2025-02-20 07:00:00,647.86,650.53,646.8,648.95,5628.782
2025-02-20 08:00:00,648.95,650.0,647.14,649.17,6381.971
2025-02-20 09:00:00,649.17,649.4,647.74,648.77,4768.023
2025-02-20 10:00:00,648.78,651.09,647.65,650.72,8576.326
2025-02-20 11:00:00,650.72,651.25,648.0,648.28,7931.654
2025-02-20 12:00:00,648.28,650.5,645.88,646.57,7385.767
2025-02-20 13:00:00,646.55,650.66,646.55,650.56,9360.811
2025-02-20 14:00:00,650.56,654.4,647.13,648.17,13421.641
2025-02-20 15:00:00,648.17,650.88,647.22,648.01,8830.794
2025-02-20 16:00:00,648.02,651.47,647.53,648.88,8905.974
2025-02-20 17:00:00,648.87,654.7,648.75,654.59,12514.498
2025-02-20 18:00:00,654.59,656.34,653.76,655.45,8843.045
2025-02-20 19:00:00,655.44,657.84,654.77,656.5,4588.916
2025-02-20 20:00:00,656.5,658.5,654.64,655.15,6790.616
2025-02-20 21:00:00,655.15,656.5,654.23,654.8,4818.81
2025-02-20 22:00:00,654.8,659.03,653.65,656.65,8560.536
2025-02-20 23:00:00,656.65,658.99,656.25,656.36,6071.019
2025-02-21 00:00:00,656.36,657.57,652.52,653.27,5300.99
2025-02-21 01:00:00,653.28,654.3,651.29,652.73,5352.889
2025-02-21 02:00:00,652.74,653.43,651.05,651.94,5426.707
2025-02-21 03:00:00,651.94,653.58,650.67,651.41,6058.617
2025-02-21 04:00:00,651.41,652.69,650.55,652.11,4969.927
2025-02-21 05:00:00,652.1,652.87,651.42,651.59,5360.102
2025-02-21 06:00:00,651.58,654.08,651.21,653.68,5283.08
2025-02-21 07:00:00,653.68,655.75,653.12,655.75,7591.489
2025-02-21 08:00:00,655.74,657.09,655.06,655.96,10257.585
2025-02-21 09:00:00,655.96,661.43,655.96,659.64,15625.359
2025-02-21 10:00:00,659.64,665.22,659.47,663.19,16525.45
2025-02-21 11:00:00,663.2,663.5,660.5,662.05,7928.197
2025-02-21 12:00:00,662.05,664.42,661.05,664.29,6792.658
2025-02-21 13:00:00,664.29,667.54,664.19,666.88,19406.01
2025-02-21 14:00:00,666.88,668.5,662.28,664.53,22157.84
2025-02-21 15:00:00,664.53,668.2,649.12,657.93,51522.179
2025-02-21 16:00:00,657.93,662.52,655.18,656.23,28107.479
2025-02-21 17:00:00,656.23,657.48,643.71,646.47,22089.368
2025-02-21 18:00:00,646.46,649.94,644.73,647.19,10174.133
2025-02-21 19:00:00,647.19,647.3,635.0,639.55,23552.56
2025-02-21 20:00:00,639.56,644.08,639.01,642.6,14492.709
2025-02-21 21:00:00,642.6,645.11,641.16,644.59,7556.556
2025-02-21 22:00:00,644.6,646.57,643.49,645.0,7742.53
2025-02-21 23:00:00,645.0,647.5,643.0,647.47,8052.741
2025-02-22 00:00:00,647.47,649.72,645.21,649.05,5922.001
2025-02-22 01:00:00,649.06,651.39,648.54,650.34,8150.023
2025-02-22 02:00:00,650.33,651.75,648.22,650.27,6335.752
2025-02-22 03:00:00,650.26,650.57,648.19,650.21,6819.394
2025-02-22 04:00:00,650.21,655.2,649.56,655.13,8443.203
2025-02-22 05:00:00,655.13,659.97,654.15,657.48,11039.247
2025-02-22 06:00:00,657.49,657.95,655.51,655.58,5443.259
2025-02-22 07:00:00,655.59,657.5,654.22,654.75,6502.976
2025-02-22 08:00:00,654.74,657.61,653.16,656.89,5597.0
2025-02-22 09:00:00,656.9,658.68,655.86,657.62,5499.038
2025-02-22 10:00:00,657.63,658.86,655.98,656.31,7585.473
2025-02-22 11:00:00,656.31,657.0,655.67,656.14,3200.466
2025-02-22 12:00:00,656.14,657.41,655.43,656.7,4864.78
2025-02-22 13:00:00,656.7,657.88,654.41,654.43,5263.464
2025-02-22 14:00:00,654.43,656.43,654.42,655.25,4362.972
2025-02-22 15:00:00,655.26,659.42,655.25,658.4,6559.853
2025-02-22 16:00:00,658.41,662.0,657.97,658.86,18365.156
2025-02-22 17:00:00,658.87,677.8,658.4,669.52,61870.279
2025-02-22 18:00:00,669.53,675.35,663.76,674.94,42867.477
2025-02-22 19:00:00,674.94,679.9,669.85,675.7,33353.499
2025-02-22 20:00:00,675.7,678.4,668.46,669.84,12803.513
2025-02-22 21:00:00,669.87,671.46,667.78,669.53,14556.603
2025-02-22 22:00:00,669.54,671.36,667.77,671.35,5111.183
2025-02-22 23:00:00,671.36,671.61,667.36,668.57,7406.573
2025-02-23 00:00:00,668.57,671.1,667.58,668.6,7915.799
2025-02-23 01:00:00,668.61,668.8,665.83,668.3,9540.709
2025-02-23 02:00:00,668.3,669.87,667.3,667.78,4153.191
2025-02-23 03:00:00,667.78,668.96,665.6,665.92,5758.573
2025-02-23 04:00:00,665.92,667.1,664.41,666.72,6626.104
2025-02-23 05:00:00,666.73,668.3,665.79,667.28,7397.533
2025-02-23 06:00:00,667.28,667.73,665.65,665.88,5773.845
2025-02-23 07:00:00,665.88,668.59,664.66,666.88,7166.473
2025-02-23 08:00:00,666.89,667.3,663.69,664.3,9523.817
2025-02-23 09:00:00,664.3,664.5,661.16,661.47,7033.686
2025-02-23 10:00:00,661.46,662.59,660.36,661.6,6637.136
2025-02-23 11:00:00,661.6,662.5,658.91,659.32,7903.18
2025-02-23 12:00:00,659.32,659.32,654.9,655.63,13136.625
2025-02-23 13:00:00,655.63,658.54,655.22,655.62,10660.339
2025-02-23 14:00:00,655.61,656.59,652.52,653.19,8730.35
2025-02-23 15:00:00,653.19,654.18,648.49,648.83,10501.777
2025-02-23 16:00:00,648.83,652.0,648.54,650.54,6541.334
2025-02-23 17:00:00,650.53,654.72,650.47,653.1,4359.521
2025-02-23 18:00:00,653.1,654.55,651.94,653.3,5513.94
2025-02-23 19:00:00,653.3,655.0,652.5,654.43,4904.622
2025-02-23 20:00:00,654.42,654.96,652.6,653.41,2623.001
2025-02-23 21:00:00,653.42,655.03,653.0,654.98,2762.016
2025-02-23 22:00:00,654.97,656.22,653.83,654.96,5055.017
2025-02-23 23:00:00,654.96,659.1,654.91,658.42,6439.425
2025-02-24 00:00:00,658.41,659.56,654.38,654.43,6257.723
2025-02-24 01:00:00,654.42,656.4,650.55,651.2,6368.26
2025-02-24 02:00:00,651.2,653.0,649.7,650.13,5368.896
2025-02-24 03:00:00,650.13,650.13,643.5,645.15,14786.82
2025-02-24 04:00:00,645.15,645.38,637.05,640.69,31730.537
2025-02-24 05:00:00,640.69,646.68,638.69,645.81,9095.155
2025-02-24 06:00:00,645.81,645.99,642.84,643.15,7464.247
2025-02-24 07:00:00,643.15,645.45,643.1,644.47,7058.846
2025-02-24 08:00:00,644.47,644.68,637.38,639.2,12124.854
2025-02-24 09:00:00,639.2,645.0,638.77,642.85,9009.346
2025-02-24 10:00:00,642.85,644.08,635.84,638.76,21781.809
2025-02-24 11:00:00,638.77,641.42,637.14,640.08,7612.604
2025-02-24 12:00:00,640.09,640.8,637.65,639.6,5043.455
2025-02-24 13:00:00,639.59,644.0,637.17,641.32,8713.54
2025-02-24 14:00:00,641.32,642.96,633.28,634.1,16953.437
2025-02-24 15:00:00,634.11,639.0,630.1,635.24,35262.543
2025-02-24 16:00:00,635.25,638.41,633.72,635.99,9182.194
2025-02-24 17:00:00,635.99,639.75,635.68,636.43,11050.886
2025-02-24 18:00:00,636.44,637.44,633.01,633.03,5555.75
2025-02-24 19:00:00,633.02,634.5,622.0,628.46,20930.485
2025-02-24 20:00:00,628.48,634.35,627.6,631.49,10115.825
2025-02-24 21:00:00,631.48,634.92,629.26,630.1,8117.161
2025-02-24 22:00:00,630.11,630.11,610.6,612.87,57040.699
2025-02-24 23:00:00,612.87,622.22,610.78,614.2,33522.081
2025-02-25 00:00:00,614.19,621.45,606.87,614.43,47419.285
2025-02-25 01:00:00,614.43,616.9,606.86,609.97,21422.202
2025-02-25 02:00:00,609.98,616.39,604.32,615.08,19029.406
2025-02-25 03:00:00,615.09,615.97,605.27,607.05,23978.845
2025-02-25 04:00:00,607.06,609.66,601.64,604.88,20601.969
2025-02-25 05:00:00,604.87,612.68,603.1,612.17,12684.951
2025-02-25 06:00:00,612.17,613.02,604.65,604.66,14258.976
2025-02-25 07:00:00,604.66,605.39,586.0,599.41,128754.773
2025-02-25 08:00:00,599.41,608.08,597.94,606.69,26090.756
2025-02-25 09:00:00,606.7,613.59,600.44,603.62,54610.117
2025-02-25 10:00:00,603.61,607.68,594.42,606.57,41914.907
2025-02-25 11:00:00,606.57,612.33,600.07,611.17,24256.366
2025-02-25 12:00:00,611.18,615.68,609.14,615.67,24370.701
2025-02-25 13:00:00,615.67,616.8,611.0,612.03,15117.243
2025-02-25 14:00:00,612.02,615.14,604.55,605.6,28414.233
2025-02-25 15:00:00,605.59,612.9,601.0,609.15,35367.669
2025-02-25 16:00:00,609.16,615.39,604.7,613.31,23606.679
2025-02-25 17:00:00,613.31,616.5,611.13,614.45,10620.14
2025-02-25 18:00:00,614.45,617.4,610.56,612.9,11735.396
2025-02-25 19:00:00,612.89,620.0,609.6,619.55,10332.694
2025-02-25 20:00:00,619.54,625.0,617.7,623.36,14447.923
2025-02-25 21:00:00,623.36,625.14,619.85,624.96,7876.153
2025-02-25 22:00:00,624.96,628.07,622.3,625.86,15628.825
2025-02-25 23:00:00,625.86,628.7,623.0,623.49,14894.403
2025-02-26 00:00:00,623.49,626.51,622.91,624.9,12725.711
2025-02-26 01:00:00,624.91,629.15,624.91,627.54,11069.496
2025-02-26 02:00:00,627.53,629.74,625.52,629.42,8493.878
2025-02-26 03:00:00,629.42,632.14,629.1,630.51,12102.412
2025-02-26 04:00:00,630.51,631.24,625.25,625.86,12172.886
2025-02-26 05:00:00,625.86,626.9,621.01,621.5,11093.887
2025-02-26 06:00:00,621.51,623.34,621.2,623.17,8079.05
2025-02-26 07:00:00,623.17,625.68,621.5,623.7,12709.362
2025-02-26 08:00:00,623.7,625.9,619.84,625.26,9252.545
2025-02-26 09:00:00,625.26,631.0,624.75,629.63,10601.092
2025-02-26 10:00:00,629.63,629.63,626.41,628.42,6902.113
2025-02-26 11:00:00,628.43,628.75,624.27,624.56,6615.137
2025-02-26 12:00:00,624.56,626.3,616.85,619.6,17961.368
2025-02-26 13:00:00,619.59,620.67,616.2,617.07,10713.184
2025-02-26 14:00:00,617.08,619.37,609.09,619.34,43669.602
2025-02-26 15:00:00,619.33,624.5,619.0,623.67,19076.893
2025-02-26 16:00:00,623.68,625.04,616.05,619.16,25718.617
2025-02-26 17:00:00,619.17,620.1,608.86,609.98,15342.815
2025-02-26 18:00:00,609.97,612.15,595.6,598.3,47239.771
2025-02-26 19:00:00,598.3,606.86,596.39,601.87,29166.027
2025-02-26 20:00:00,601.87,612.07,594.07,610.28,39572.736
2025-02-26 21:00:00,610.27,613.31,604.28,611.21,28311.596
2025-02-26 22:00:00,611.22,619.0,611.11,614.92,18778.957
2025-02-26 23:00:00,614.91,617.3,610.85,611.57,10666.296
2025-02-27 00:00:00,611.57,612.2,606.04,609.21,12501.739
2025-02-27 01:00:00,609.21,616.2,606.29,613.13,11199.811
2025-02-27 02:00:00,613.13,615.3,608.71,609.59,12473.351
2025-02-27 03:00:00,609.6,614.56,608.94,613.28,7491.908
2025-02-27 04:00:00,613.27,615.09,608.6,612.39,17965.801
2025-02-27 05:00:00,612.39,616.2,610.35,615.3,24824.037
2025-02-27 06:00:00,615.3,618.49,613.83,617.95,16017.931
2025-02-27 07:00:00,617.95,619.77,616.31,617.77,11681.092
2025-02-27 08:00:00,617.77,618.4,615.0,615.19,10121.779
2025-02-27 09:00:00,615.19,617.29,613.3,613.96,11061.941
2025-02-27 10:00:00,613.97,616.24,613.09,614.8,9478.516
2025-02-27 11:00:00,614.81,615.07,610.86,611.91,8590.048
2025-02-27 12:00:00,611.91,612.55,609.35,610.68,11051.411
2025-02-27 13:00:00,610.69,612.75,608.84,610.09,11996.953
2025-02-27 14:00:00,610.08,611.91,603.0,603.0,22094.0
2025-02-27 15:00:00,603.01,607.83,600.9,606.59,15335.365
2025-02-27 16:00:00,606.6,609.0,602.32,602.88,10226.543
2025-02-27 17:00:00,602.88,607.94,602.51,607.5,8379.86
2025-02-27 18:00:00,607.49,609.72,607.09,607.74,6214.822
2025-02-27 19:00:00,607.75,607.86,602.95,605.29,10925.875
2025-02-27 20:00:00,605.3,605.55,597.36,599.51,18480.478
2025-02-27 21:00:00,599.51,605.86,595.84,605.79,12783.708
2025-02-27 22:00:00,605.79,607.01,602.16,606.6,7370.63
2025-02-27 23:00:00,606.6,607.05,604.6,605.41,7250.517
2025-02-28 00:00:00,605.41,606.33,601.65,601.65,8421.517
2025-02-28 01:00:00,601.66,603.4,586.6,587.92,58568.542
2025-02-28 02:00:00,587.92,591.69,574.1,580.73,89531.829
2025-02-28 03:00:00,580.74,586.69,572.07,573.01,35799.33
2025-02-28 04:00:00,573.03,578.46,569.0,575.46,52893.742
2025-02-28 05:00:00,575.45,576.56,567.24,573.01,36723.524
2025-02-28 06:00:00,573.01,575.5,564.2,569.1,33599.587
2025-02-28 07:00:00,569.1,575.27,565.51,567.18,22165.169
2025-02-28 08:00:00,567.19,571.0,559.71,570.83,39018.067
2025-02-28 09:00:00,570.83,579.2,570.13,577.84,24296.338
2025-02-28 10:00:00,577.83,578.2,569.0,569.8,25455.154
2025-02-28 11:00:00,569.81,575.1,569.23,571.36,10370.881
2025-02-28 12:00:00,571.36,573.92,567.9,572.51,11322.39
2025-02-28 13:00:00,572.51,579.89,571.2,577.98,24413.397
2025-02-28 14:00:00,577.97,585.47,577.7,582.75,27040.541
2025-02-28 15:00:00,582.74,593.76,582.43,588.48,22844.345
2025-02-28 16:00:00,588.48,592.85,585.92,588.4,12508.908
2025-02-28 17:00:00,588.4,590.01,586.06,586.06,10453.442
2025-02-28 18:00:00,586.06,592.94,584.9,589.78,13270.94
2025-02-28 19:00:00,589.77,591.23,587.39,587.91,8483.077
2025-02-28 20:00:00,587.9,589.12,584.5,586.64,8208.129
2025-02-28 21:00:00,586.65,588.66,584.75,585.13,11744.136
2025-02-28 22:00:00,585.12,586.88,583.8,584.99,10196.612
2025-02-28 23:00:00,584.99,588.25,584.5,588.07,3669.722
2025-03-01 00:00:00,588.07,589.93,586.58,586.81,9608.769
2025-03-01 01:00:00,586.8,595.31,586.4,593.91,11395.444
2025-03-01 02:00:00,593.91,598.88,590.83,593.94,25564.553
2025-03-01 03:00:00,593.95,594.65,591.2,591.9,12341.302
2025-03-01 04:00:00,591.9,596.28,591.71,595.26,13554.894
2025-03-01 05:00:00,595.26,596.77,592.83,595.2,17481.193
2025-03-01 06:00:00,595.2,597.29,595.0,595.63,12516.669
2025-03-01 07:00:00,595.63,596.79,595.0,595.82,12029.514
2025-03-01 08:00:00,595.82,596.5,595.0,595.4,10056.758
2025-03-01 09:00:00,595.4,596.57,595.0,596.5,14767.447
2025-03-01 10:00:00,596.5,596.5,595.0,595.06,17082.532
2025-03-01 11:00:00,595.05,595.23,591.56,591.64,18445.993
2025-03-01 12:00:00,591.64,596.8,591.07,596.8,5883.044
2025-03-01 13:00:00,596.8,599.96,593.9,595.04,17925.989
2025-03-01 14:00:00,595.05,602.67,594.89,599.62,20187.388
2025-03-01 15:00:00,599.62,605.2,598.17,604.61,13844.117
2025-03-01 16:00:00,604.6,609.24,602.91,606.63,14762.217
2025-03-01 17:00:00,606.63,609.1,605.07,605.96,8439.85
2025-03-01 18:00:00,605.95,608.21,603.84,604.51,8630.213
2025-03-01 19:00:00,604.51,606.27,603.3,605.1,7551.415
2025-03-01 20:00:00,605.09,605.53,604.0,605.19,3573.817
2025-03-01 21:00:00,605.2,609.29,604.3,608.43,4318.052
2025-03-01 22:00:00,608.43,609.48,606.09,606.2,5881.031
2025-03-01 23:00:00,606.19,608.24,604.46,607.93,6412.155
2025-03-02 00:00:00,607.94,611.28,607.21,610.38,7078.42
2025-03-02 01:00:00,610.38,610.8,607.7,609.88,5240.531
2025-03-02 02:00:00,609.87,611.31,605.76,606.96,8555.519
2025-03-02 03:00:00,606.96,608.84,606.54,607.19,4114.977
2025-03-02 04:00:00,607.19,609.5,607.16,608.99,2725.422
2025-03-02 05:00:00,608.99,610.51,608.01,608.44,3707.484
2025-03-02 06:00:00,608.43,611.8,607.4,610.0,6320.153
2025-03-02 07:00:00,610.0,611.27,609.79,610.43,3144.193
2025-03-02 08:00:00,610.44,610.54,607.75,607.92,6393.493
2025-03-02 09:00:00,607.92,611.14,606.84,608.9,8305.364
2025-03-02 10:00:00,608.91,610.26,608.01,609.1,4073.227
2025-03-02 11:00:00,609.11,609.57,607.8,608.21,6539.916
2025-03-02 12:00:00,608.22,608.84,606.26,608.69,4964.634
2025-03-02 13:00:00,608.7,608.7,604.84,605.92,5925.566
2025-03-02 14:00:00,605.92,606.23,601.5,603.23,8834.192
2025-03-02 15:00:00,603.24,618.9,602.6,613.55,58613.902
2025-03-02 16:00:00,613.55,632.24,612.35,626.7,124499.152
2025-03-02 17:00:00,626.7,635.01,620.21,631.01,79595.691
2025-03-02 18:00:00,631.01,632.64,623.76,627.93,27097.528
2025-03-02 19:00:00,627.92,628.45,624.22,625.62,17348.332
2025-03-02 20:00:00,625.62,627.16,617.96,618.05,19258.799
2025-03-02 21:00:00,618.04,620.79,615.03,620.41,23032.173
2025-03-02 22:00:00,620.4,624.38,618.34,623.24,15071.712
2025-03-02 23:00:00,623.24,626.19,622.0,623.94,18628.85
2025-03-03 00:00:00,623.94,624.36,618.85,620.23,17043.715
2025-03-03 01:00:00,620.23,622.59,615.03,615.04,21411.69
2025-03-03 02:00:00,615.04,615.41,608.71,614.44,41134.843
2025-03-03 03:00:00,614.44,615.54,607.67,611.07,20178.175
2025-03-03 04:00:00,611.06,613.0,610.1,613.0,7045.059
2025-03-03 05:00:00,613.0,613.9,610.84,611.79,9937.269
2025-03-03 06:00:00,611.8,611.8,599.0,601.78,24105.679
2025-03-03 07:00:00,601.78,608.93,597.73,607.75,27439.665
2025-03-03 08:00:00,607.75,607.77,595.47,598.56,23730.308
2025-03-03 09:00:00,598.56,601.29,596.3,600.15,16681.183
2025-03-03 10:00:00,600.1,604.34,599.7,604.24,12048.336
2025-03-03 11:00:00,604.23,604.86,602.36,603.27,6311.525
2025-03-03 12:00:00,603.26,605.68,602.71,605.39,8019.66
