timestamp,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote
2025-02-21 18:00:00,646.46,649.94,644.73,647.19,10174.133,6590774.2416,59272.0,4622.347,2994241.1326
2025-02-21 19:00:00,647.19,647.3,635.0,639.55,23552.56,15079075.2054,91902.0,10584.391,6773595.8944
2025-02-21 20:00:00,639.56,644.08,639.01,642.6,14492.709,9309841.5387,54404.0,5552.631,3566125.7671
2025-02-21 21:00:00,642.6,645.11,641.16,644.59,7556.556,4861917.4066,38064.0,3718.68,2393290.0276
2025-02-21 22:00:00,644.6,646.57,643.49,645.0,7742.53,4993212.6056,29192.0,3643.377,2349790.4787
2025-02-21 23:00:00,645.0,647.5,643.0,647.47,8052.741,5199825.6528,28282.0,4506.207,2909316.0332
2025-02-22 00:00:00,647.47,649.72,645.21,649.05,5922.001,3835526.6537,31052.0,2880.587,1866060.4105
2025-02-22 01:00:00,649.06,651.39,648.54,650.34,8150.023,5298337.9202,24851.0,4002.203,2601701.8144
2025-02-22 02:00:00,650.33,651.75,648.22,650.27,6335.752,4118087.9181,22815.0,3180.204,2068023.8921
2025-02-22 03:00:00,650.26,650.57,648.19,650.21,6819.394,4428520.9712,20824.0,2913.918,1893114.0586
2025-02-22 04:00:00,650.21,655.2,649.56,655.13,8443.203,5510898.8821,24166.0,5131.727,3349628.8518
2025-02-22 05:00:00,655.13,659.97,654.15,657.48,11039.247,7254511.5759,35132.0,5813.156,3820125.3192
2025-02-22 06:00:00,657.49,657.95,655.51,655.58,5443.259,3572146.1854,26462.0,2777.654,1822623.6916
2025-02-22 07:00:00,655.59,657.5,654.22,654.75,6502.976,4264855.7283,21663.0,2792.492,1831838.2115
2025-02-22 08:00:00,654.74,657.61,653.16,656.89,5597.0,3667982.1152,25489.0,3210.826,2104877.3743
2025-02-22 09:00:00,656.9,658.68,655.86,657.62,5499.038,3614600.1235,25097.0,2302.093,1513398.1575
2025-02-22 10:00:00,657.63,658.86,655.98,656.31,7585.473,4987437.868,26159.0,3964.631,2606784.4996
2025-02-22 11:00:00,656.31,657.0,655.67,656.14,3200.466,2100423.5353,15800.0,1605.762,1053858.4089
2025-02-22 12:00:00,656.14,657.41,655.43,656.7,4864.78,3193023.0974,22241.0,2603.7,1708998.1415
2025-02-22 13:00:00,656.7,657.88,654.41,654.43,5263.464,3453730.761,23252.0,2248.168,1475645.107
2025-02-22 14:00:00,654.43,656.43,654.42,655.25,4362.972,2859999.0277,23361.0,2275.644,1491974.4897
2025-02-22 15:00:00,655.26,659.42,655.25,658.4,6559.853,4311515.2579,27913.0,4007.857,2633764.7132
2025-02-22 16:00:00,658.41,662.0,657.97,658.86,18365.156,12111588.9789,57004.0,9450.369,6232883.9634
2025-02-22 17:00:00,658.87,677.8,658.4,669.52,61870.279,41301477.1104,146757.0,36624.581,24440956.4108
2025-02-22 18:00:00,669.53,675.35,663.76,674.94,42867.477,28726765.3146,128851.0,22072.81,14788204.5873
2025-02-22 19:00:00,674.94,679.9,669.85,675.7,33353.499,22554621.0062,92020.0,16527.402,11180149.3483
2025-02-22 20:00:00,675.7,678.4,668.46,669.84,12803.513,8614833.7492,47137.0,5475.081,3684038.8604
2025-02-22 21:00:00,669.87,671.46,667.78,669.53,14556.603,9739497.7621,37553.0,7618.291,5096456.0802
2025-02-22 22:00:00,669.54,671.36,667.77,671.35,5111.183,3423867.4074,15574.0,2978.982,1995952.0696
2025-02-22 23:00:00,671.36,671.61,667.36,668.57,7406.573,4957316.8577,22756.0,3382.731,2263725.1947
2025-02-23 00:00:00,668.57,671.1,667.58,668.6,7915.799,5299795.1401,24532.0,4185.823,2801460.312
2025-02-23 01:00:00,668.61,668.8,665.83,668.3,9540.709,6365494.8792,24185.0,4868.974,3248838.2248
2025-02-23 02:00:00,668.3,669.87,667.3,667.78,4153.191,2777064.9275,19630.0,2170.73,1451567.8343
2025-02-23 03:00:00,667.78,668.96,665.6,665.92,5758.573,3841253.4558,22105.0,2373.959,1583979.6108
2025-02-23 04:00:00,665.92,667.1,664.41,666.72,6626.104,4408050.6269,22645.0,3842.279,2555988.3734
2025-02-23 05:00:00,666.73,668.3,665.79,667.28,7397.533,4935103.5444,19588.0,4454.863,2972021.418
2025-02-23 06:00:00,667.28,667.73,665.65,665.88,5773.845,3849731.3676,16630.0,3275.838,2184424.7988
2025-02-23 07:00:00,665.88,668.59,664.66,666.88,7166.473,4777954.2796,22656.0,3909.596,2607668.4788
2025-02-23 08:00:00,666.89,667.3,663.69,664.3,9523.817,6335318.992,27654.0,3763.479,2503986.0588
2025-02-23 09:00:00,664.3,664.5,661.16,661.47,7033.686,4660702.342,28443.0,2632.657,1744542.7786
2025-02-23 10:00:00,661.46,662.59,660.36,661.6,6637.136,4390505.0294,25828.0,2937.651,1943378.3208
2025-02-23 11:00:00,661.6,662.5,658.91,659.32,7903.18,5220727.998,26969.0,3127.566,2067099.2884
2025-02-23 12:00:00,659.32,659.32,654.9,655.63,13136.625,8626028.0447,32689.0,6178.559,4057315.8007
2025-02-23 13:00:00,655.63,658.54,655.22,655.62,10660.339,6996241.5174,26075.0,8180.285,5368850.819
2025-02-23 14:00:00,655.61,656.59,652.52,653.19,8730.35,5714198.1938,26663.0,4384.498,2871147.382
2025-02-23 15:00:00,653.19,654.18,648.49,648.83,10501.777,6838244.8403,36719.0,3685.467,2401011.7605
2025-02-23 16:00:00,648.83,652.0,648.54,650.54,6541.334,4255759.2507,29456.0,3211.885,2090054.0961
2025-02-23 17:00:00,650.53,654.72,650.47,653.1,4359.521,2847853.4572,23686.0,2378.108,1553299.1116
2025-02-23 18:00:00,653.1,654.55,651.94,653.3,5513.94,3603309.1824,24221.0,2454.402,1604137.0972
2025-02-23 19:00:00,653.3,655.0,652.5,654.43,4904.622,3206767.2107,19764.0,2848.253,1862545.7528
2025-02-23 20:00:00,654.42,654.96,652.6,653.41,2623.001,1714947.5422,17314.0,1205.021,787880.3464
2025-02-23 21:00:00,653.42,655.03,653.0,654.98,2762.016,1805964.2377,17008.0,1492.337,975949.1243
2025-02-23 22:00:00,654.97,656.22,653.83,654.96,5055.017,3310190.567,14521.0,2991.397,1959238.2853
2025-02-23 23:00:00,654.96,659.1,654.91,658.42,6439.425,4233728.9664,26914.0,4294.399,2823386.2565
2025-02-24 00:00:00,658.41,659.56,654.38,654.43,6257.723,4112959.5136,33964.0,2377.502,1562852.1572
2025-02-24 01:00:00,654.42,656.4,650.55,651.2,6368.26,4157885.1093,47850.0,2452.301,1601594.6434
2025-02-24 02:00:00,651.2,653.0,649.7,650.13,5368.896,3495839.9628,36464.0,2127.768,1385875.847
2025-02-24 03:00:00,650.13,650.13,643.5,645.15,14786.82,9566615.6035,67601.0,5526.777,3575065.063
2025-02-24 04:00:00,645.15,645.38,637.05,640.69,31730.537,20314947.2471,94520.0,16053.103,10269679.8857
2025-02-24 05:00:00,640.69,646.68,638.69,645.81,9095.155,5847065.9046,43864.0,4565.773,2935560.147
2025-02-24 06:00:00,645.81,645.99,642.84,643.15,7464.247,4808145.4014,40769.0,3627.872,2337194.5648
2025-02-24 07:00:00,643.15,645.45,643.1,644.47,7058.846,4548102.5072,35606.0,3996.456,2575056.2787
2025-02-24 08:00:00,644.47,644.68,637.38,639.2,12124.854,7760808.9516,59185.0,4765.101,3050566.5007
2025-02-24 09:00:00,639.2,645.0,638.77,642.85,9009.346,5790142.2984,41789.0,5212.406,3349545.1608
2025-02-24 10:00:00,642.85,644.08,635.84,638.76,21781.809,13906426.837,62383.0,10798.568,6892303.133
2025-02-24 11:00:00,638.77,641.42,637.14,640.08,7612.604,4867459.8585,41626.0,3591.144,2296196.8824
2025-02-24 12:00:00,640.09,640.8,637.65,639.6,5043.455,3223968.0214,38022.0,2681.372,1714087.8581
2025-02-24 13:00:00,639.59,644.0,637.17,641.32,8713.54,5588874.0618,43979.0,4374.982,2806092.3583
2025-02-24 14:00:00,641.32,642.96,633.28,634.1,16953.437,10812003.2961,66629.0,6754.942,4314331.021
2025-02-24 15:00:00,634.11,639.0,630.1,635.24,35262.543,22363603.0189,123562.0,16376.259,10395445.1795
2025-02-24 16:00:00,635.25,638.41,633.72,635.99,9182.194,5846948.7666,50830.0,5028.381,3202442.8808
2025-02-24 17:00:00,635.99,639.75,635.68,636.43,11050.886,7050415.3905,48255.0,5605.479,3576368.0606
2025-02-24 18:00:00,636.44,637.44,633.01,633.03,5555.75,3529837.3094,34827.0,2874.486,1826805.5695
2025-02-24 19:00:00,633.02,634.5,622.0,628.46,20930.485,13136397.9801,81030.0,7104.836,4464323.9863
2025-02-24 20:00:00,628.48,634.35,627.6,631.49,10115.825,6388349.0533,46264.0,4686.468,2960349.3568
2025-02-24 21:00:00,631.48,634.92,629.26,630.1,8117.161,5128677.7068,40434.0,4283.616,2708166.2276
2025-02-24 22:00:00,630.11,630.11,610.6,612.87,57040.699,35385927.4962,182513.0,24586.083,15267403.6873
2025-02-24 23:00:00,612.87,622.22,610.78,614.2,33522.081,20644202.4137,93384.0,17481.419,10765263.5591
2025-02-25 00:00:00,614.19,621.45,606.87,614.43,47419.285,29138313.0039,188744.0,23580.6,14493882.599
2025-02-25 01:00:00,614.43,616.9,606.86,609.97,21422.202,13109730.5222,114365.0,9574.146,5860542.6074
2025-02-25 02:00:00,609.98,616.39,604.32,615.08,19029.406,11613199.3632,93062.0,9336.678,5703785.6132
2025-02-25 03:00:00,615.09,615.97,605.27,607.05,23978.845,14606859.5957,85505.0,10076.114,6141295.5712
2025-02-25 04:00:00,607.06,609.66,601.64,604.88,20601.969,12474312.0162,116155.0,9650.737,5844280.8426
2025-02-25 05:00:00,604.87,612.68,603.1,612.17,12684.951,7729172.0046,79649.0,7742.237,4717512.5036
2025-02-25 06:00:00,612.17,613.02,604.65,604.66,14258.976,8682003.6387,60688.0,7323.707,4461937.6334
2025-02-25 07:00:00,604.66,605.39,586.0,599.41,128754.773,76753764.3296,368589.0,58018.459,34583659.9152
2025-02-25 08:00:00,599.41,608.08,597.94,606.69,26090.756,15780931.6924,122674.0,13282.813,8034086.0266
2025-02-25 09:00:00,606.7,613.59,600.44,603.62,54610.117,33103579.1099,146915.0,25451.721,15433115.0021
2025-02-25 10:00:00,603.61,607.68,594.42,606.57,41914.907,25242565.8513,179693.0,21138.184,12737149.4086
2025-02-25 11:00:00,606.57,612.33,600.07,611.17,24256.366,14698905.3046,109647.0,13398.772,8122506.3499
2025-02-25 12:00:00,611.18,615.68,609.14,615.67,24370.701,14946326.4315,81150.0,12513.841,7675678.3643
2025-02-25 13:00:00,615.67,616.8,611.0,612.03,15117.243,9278282.6606,57715.0,7175.765,4404360.5451
2025-02-25 14:00:00,612.02,615.14,604.55,605.6,28414.233,17317353.3065,114358.0,14001.441,8537652.509
2025-02-25 15:00:00,605.59,612.9,601.0,609.15,35367.669,21407147.5406,171124.0,19067.558,11546760.7823
2025-02-25 16:00:00,609.16,615.39,604.7,613.31,23606.679,14405525.3119,95301.0,11747.75,7166867.064
2025-02-25 17:00:00,613.31,616.5,611.13,614.45,10620.14,6519442.0355,67574.0,5555.422,3411034.2923
2025-02-25 18:00:00,614.45,617.4,610.56,612.9,11735.396,7200151.444,58792.0,6098.102,3741443.2258
2025-02-25 19:00:00,612.89,620.0,609.6,619.55,10332.694,6348419.3976,61728.0,5438.509,3345145.8365
2025-02-25 20:00:00,619.54,625.0,617.7,623.36,14447.923,8985211.8971,81704.0,7738.572,4812343.0655
2025-02-25 21:00:00,623.36,625.14,619.85,624.96,7876.153,4900551.5527,40428.0,4423.03,2752695.8226
2025-02-25 22:00:00,624.96,628.07,622.3,625.86,15628.825,9769394.8502,38477.0,9146.349,5717977.7962
2025-02-25 23:00:00,625.86,628.7,623.0,623.49,14894.403,9324718.7067,43195.0,7404.582,4636946.5494
2025-02-26 00:00:00,623.49,626.51,622.91,624.9,12725.711,7952035.8145,50928.0,7076.815,4421971.5874
2025-02-26 01:00:00,624.91,629.15,624.91,627.54,11069.496,6945545.4741,43022.0,6160.277,3864180.2135
2025-02-26 02:00:00,627.53,629.74,625.52,629.42,8493.878,5327543.2178,40036.0,3875.758,2431370.1067
2025-02-26 03:00:00,629.42,632.14,629.1,630.51,12102.412,7634106.7285,44673.0,6143.722,3875669.7037
2025-02-26 04:00:00,630.51,631.24,625.25,625.86,12172.886,7650435.0608,39868.0,4568.141,2871522.0419
2025-02-26 05:00:00,625.86,626.9,621.01,621.5,11093.887,6923371.5252,37268.0,4349.878,2716264.2238
2025-02-26 06:00:00,621.51,623.34,621.2,623.17,8079.05,5026929.3064,34358.0,5182.539,3224578.7878
2025-02-26 07:00:00,623.17,625.68,621.5,623.7,12709.362,7923896.7528,35932.0,7284.051,4542864.7109
2025-02-26 08:00:00,623.7,625.9,619.84,625.26,9252.545,5763771.3846,54461.0,4682.119,2918317.7405
2025-02-26 09:00:00,625.26,631.0,624.75,629.63,10601.092,6658631.1214,47228.0,6120.988,3844285.5386
2025-02-26 10:00:00,629.63,629.63,626.41,628.42,6902.113,4333100.1802,34637.0,3515.046,2206980.5546
2025-02-26 11:00:00,628.43,628.75,624.27,624.56,6615.137,4144700.8265,34908.0,2819.547,1767080.0664
2025-02-26 12:00:00,624.56,626.3,616.85,619.6,17961.368,11166971.5506,63324.0,6909.318,4295631.1123
2025-02-26 13:00:00,619.59,620.67,616.2,617.07,10713.184,6628888.0007,55182.0,5313.499,3287934.2944
2025-02-26 14:00:00,617.08,619.37,609.09,619.34,43669.602,26785207.6744,152573.0,23344.822,14320313.5776
2025-02-26 15:00:00,619.33,624.5,619.0,623.67,19076.893,11862418.3298,99189.0,10267.549,6385409.359
2025-02-26 16:00:00,623.68,625.04,616.05,619.16,25718.617,15952348.5478,90282.0,12013.506,7458799.8258
2025-02-26 17:00:00,619.17,620.1,608.86,609.98,15342.815,9425138.0117,64088.0,7659.565,4705859.5402
2025-02-26 18:00:00,609.97,612.15,595.6,598.3,47239.771,28463918.2845,175744.0,21860.353,13180614.7662
2025-02-26 19:00:00,598.3,606.86,596.39,601.87,29166.027,17511128.3958,129934.0,16279.575,9778244.885
2025-02-26 20:00:00,601.87,612.07,594.07,610.28,39572.736,23867890.4872,158283.0,22951.686,13859352.91
2025-02-26 21:00:00,610.27,613.31,604.28,611.21,28311.596,17249905.6636,102972.0,14985.296,9134181.152
2025-02-26 22:00:00,611.22,619.0,611.11,614.92,18778.957,11554270.9107,59423.0,10728.492,6603354.0969
2025-02-26 23:00:00,614.91,617.3,610.85,611.57,10666.296,6540086.3012,43805.0,5092.32,3123695.706
2025-02-27 00:00:00,611.57,612.2,606.04,609.21,12501.739,7622210.8472,60514.0,5429.842,3310179.0209
2025-02-27 01:00:00,609.21,616.2,606.29,613.13,11199.811,6855743.6041,67004.0,5664.639,3468161.1829
2025-02-27 02:00:00,613.13,615.3,608.71,609.59,12473.351,7630777.8768,53534.0,4141.567,2535059.4406
2025-02-27 03:00:00,609.6,614.56,608.94,613.28,7491.908,4589511.3234,41943.0,4441.824,2721942.669
2025-02-27 04:00:00,613.27,615.09,608.6,612.39,17965.801,10989559.0334,61997.0,10135.862,6201637.2097
2025-02-27 05:00:00,612.39,616.2,610.35,615.3,24824.037,15214121.4826,67334.0,13112.448,8037442.8322
2025-02-27 06:00:00,615.3,618.49,613.83,617.95,16017.931,9869990.4484,46171.0,9460.669,5830591.9851
2025-02-27 07:00:00,617.95,619.77,616.31,617.77,11681.092,7221859.7091,40978.0,6572.791,4064855.8014
2025-02-27 08:00:00,617.77,618.4,615.0,615.19,10121.779,6242880.8411,43647.0,4826.722,2977748.8973
2025-02-27 09:00:00,615.19,617.29,613.3,613.96,11061.941,6808373.5456,45780.0,4228.568,2603125.6258
2025-02-27 10:00:00,613.97,616.24,613.09,614.8,9478.516,5826463.4824,38734.0,5102.157,3136492.3754
2025-02-27 11:00:00,614.81,615.07,610.86,611.91,8590.048,5263125.9424,42431.0,4466.248,2736911.1804
2025-02-27 12:00:00,611.91,612.55,609.35,610.68,11051.411,6752217.1503,42574.0,5970.729,3648633.3196
2025-02-27 13:00:00,610.69,612.75,608.84,610.09,11996.953,7327624.1175,64759.0,6150.797,3757885.0151
2025-02-27 14:00:00,610.08,611.91,603.0,603.0,22094.0,13437711.6499,75720.0,9532.628,5801573.7634
2025-02-27 15:00:00,603.01,607.83,600.9,606.59,15335.365,9267355.7793,73753.0,8004.049,4839019.3254
2025-02-27 16:00:00,606.6,609.0,602.32,602.88,10226.543,6197452.871,54059.0,4903.241,2971738.7668
2025-02-27 17:00:00,602.88,607.94,602.51,607.5,8379.86,5075462.0842,39217.0,4962.84,3006088.4274
2025-02-27 18:00:00,607.49,609.72,607.09,607.74,6214.822,3780263.835,37518.0,3319.038,2019056.4291
2025-02-27 19:00:00,607.75,607.86,602.95,605.29,10925.875,6615639.0417,41805.0,3990.802,2415216.791
2025-02-27 20:00:00,605.3,605.55,597.36,599.51,18480.478,11093282.6309,67226.0,9359.748,5617996.3321
2025-02-27 21:00:00,599.51,605.86,595.84,605.79,12783.708,7689556.6956,61226.0,7601.161,4575216.6066
2025-02-27 22:00:00,605.79,607.01,602.16,606.6,7370.63,4452390.6467,29572.0,3553.651,2147728.2393
2025-02-27 23:00:00,606.6,607.05,604.6,605.41,7250.517,4390973.4679,29140.0,3101.732,1878917.1983
2025-02-28 00:00:00,605.41,606.33,601.65,601.65,8421.517,5087160.3356,37437.0,3538.495,2137959.207
2025-02-28 01:00:00,601.66,603.4,586.6,587.92,58568.542,34699706.7596,196567.0,24426.222,14473282.9817
2025-02-28 02:00:00,587.92,591.69,574.1,580.73,89531.829,52053497.9673,266028.0,39634.299,23048474.0124
2025-02-28 03:00:00,580.74,586.69,572.07,573.01,35799.33,20787243.5807,135645.0,15835.63,9196755.7496
2025-02-28 04:00:00,573.03,578.46,569.0,575.46,52893.742,30322846.0783,203460.0,26530.011,15217856.6368
2025-02-28 05:00:00,575.45,576.56,567.24,573.01,36723.524,20971020.662,167305.0,16855.026,9626100.4125
2025-02-28 06:00:00,573.01,575.5,564.2,569.1,33599.587,19123531.9163,189285.0,15447.932,8795096.7877
2025-02-28 07:00:00,569.1,575.27,565.51,567.18,22165.169,12639401.5785,122159.0,11077.908,6317916.3748
2025-02-28 08:00:00,567.19,571.0,559.71,570.83,39018.067,22051069.749,166814.0,18291.156,10349712.0001
2025-02-28 09:00:00,570.83,579.2,570.13,577.84,24296.338,13974916.4034,95322.0,15024.542,8642840.9436
2025-02-28 10:00:00,577.83,578.2,569.0,569.8,25455.154,14571515.3132,67530.0,11414.535,6535383.6948
2025-02-28 11:00:00,569.81,575.1,569.23,571.36,10370.881,5933378.8401,60604.0,5858.988,3352001.1951
2025-02-28 12:00:00,571.36,573.92,567.9,572.51,11322.39,6463250.2716,62637.0,5338.533,3048555.6055
2025-02-28 13:00:00,572.51,579.89,571.2,577.98,24413.397,14071358.0381,119428.0,13821.824,7966722.3857
2025-02-28 14:00:00,577.97,585.47,577.7,582.75,27040.541,15740562.6146,119687.0,14351.061,8351968.3651
2025-02-28 15:00:00,582.74,593.76,582.43,588.48,22844.345,13463128.9636,86640.0,12296.566,7247184.0008
2025-02-28 16:00:00,588.48,592.85,585.92,588.4,12508.908,7361317.6365,67050.0,6703.664,3946046.8508
2025-02-28 17:00:00,588.4,590.01,586.06,586.06,10453.442,6151985.6135,45736.0,6236.171,3670786.9826
2025-02-28 18:00:00,586.06,592.94,584.9,589.78,13270.94,7814771.8969,62310.0,8685.265,5115521.6688
2025-02-28 19:00:00,589.77,591.23,587.39,587.91,8483.077,4994522.0638,42487.0,4461.0,2626676.6568
2025-02-28 20:00:00,587.9,589.12,584.5,586.64,8208.129,4814740.2262,37635.0,3687.529,2163665.6471
2025-02-28 21:00:00,586.65,588.66,584.75,585.13,11744.136,6887577.5612,36048.0,5130.123,3009853.349
2025-02-28 22:00:00,585.12,586.88,583.8,584.99,10196.612,5969382.7814,26137.0,4102.914,2401640.4835
2025-02-28 23:00:00,584.99,588.25,584.5,588.07,3669.722,2152143.76,18079.0,1899.966,1114326.284
2025-03-01 00:00:00,588.07,589.93,586.58,586.81,9608.769,5653935.8527,31651.0,4203.827,2473458.448
2025-03-01 01:00:00,586.8,595.31,586.4,593.91,11395.444,6743138.928,38929.0,7234.444,4281984.8999
2025-03-01 02:00:00,593.91,598.88,590.83,593.94,25564.553,15217769.2586,67021.0,12740.259,7583349.007
2025-03-01 03:00:00,593.95,594.65,591.2,591.9,12341.302,7313599.6756,36731.0,6685.519,3961463.5079
2025-03-01 04:00:00,591.9,596.28,591.71,595.26,13554.894,8053118.6972,36655.0,7282.641,4326837.6378
2025-03-01 05:00:00,595.26,596.77,592.83,595.2,17481.193,10397939.3226,32733.0,7852.611,4669960.3294
2025-03-01 06:00:00,595.2,597.29,595.0,595.63,12516.669,7451426.9714,22755.0,4148.266,2470034.68
2025-03-01 07:00:00,595.63,596.79,595.0,595.82,12029.514,7163395.8178,21526.0,5644.196,3361312.6778
2025-03-01 08:00:00,595.82,596.5,595.0,595.4,10056.758,5987071.3204,18892.0,4691.483,2793417.3945
2025-03-01 09:00:00,595.4,596.57,595.0,596.5,14767.447,8790213.8242,19390.0,5401.815,3215998.0958
2025-03-01 10:00:00,596.5,596.5,595.0,595.06,17082.532,10166575.6377,27509.0,5231.054,3113590.3168
2025-03-01 11:00:00,595.05,595.23,591.56,591.64,18445.993,10956224.2818,36484.0,4102.13,2434830.182
2025-03-01 12:00:00,591.64,596.8,591.07,596.8,5883.044,3491130.479,28345.0,3369.691,2000558.2998
2025-03-01 13:00:00,596.8,599.96,593.9,595.04,17925.989,10697568.8426,69968.0,8709.064,5200157.1847
2025-03-01 14:00:00,595.05,602.67,594.89,599.62,20187.388,12103192.1093,69535.0,12072.29,7235799.9649
2025-03-01 15:00:00,599.62,605.2,598.17,604.61,13844.117,8334169.5489,54830.0,8554.319,5151657.9438
